JD,Magnitude,Uncertainty,HQuncertainty,Band,Observer Code,Comment Code(s),Comp Star 1,Comp Star 2,Charts,Comments,Transformed,Airmass,Validation Flag,Cmag,Kmag,HJD,Star Name,Observer Affiliation,Measurement Method,Grouping method,ADS Reference,Digitizer,Credit
2452786.6294,10.24,0.02,,V,DKS,,111,,GSC,"""ERR: 0.02, COMP=GSC 968-1532""",,,V,,,,DY HER,,STD,,,,
2452786.6304,10.21,0.02,,V,DKS,,111,,GSC,"""ERR: 0.02, COMP=GSC 968-1532""",,,V,,,,DY HER,,STD,,,,
2452786.6322,10.19,0.02,,V,DKS,,111,,GSC,"""ERR: 0.02, COMP=GSC 968-1532""",,,V,,,,DY HER,,STD,,,,
2452786.6341,10.15,0.02,,V,DKS,,111,,GSC,"""ERR: 0.02, COMP=GSC 968-1532""",,,V,,,,DY HER,,STD,,,,
2452786.6350,10.15,0.02,,V,DKS,,111,,GSC,"""ERR: 0.02, COMP=GSC 968-1532""",,,V,,,,DY HER,,STD,,,,
2452786.6359,10.13,0.02,,V,DKS,,111,,GSC,"""ERR: 0.02, COMP=GSC 968-1532""",,,V,,,,DY HER,,STD,,,,
2452786.6369,10.08,0.02,,V,DKS,,111,,GSC,"""ERR: 0.02, COMP=GSC 968-1532""",,,V,,,,DY HER,,STD,,,,
2452786.6378,10.10,0.02,,V,DKS,,111,,GSC,"""ERR: 0.02, COMP=GSC 968-1532""",,,V,,,,DY HER,,STD,,,,
2452786.6397,10.07,0.02,,V,DKS,,111,,GSC,"""ERR: 0.02, COMP=GSC 968-1532""",,,V,,,,DY HER,,STD,,,,
2452786.6406,10.04,0.02,,V,DKS,,111,,GSC,"""ERR: 0.02, COMP=GSC 968-1532""",,,V,,,,DY HER,,STD,,,,
2452786.6425,10.00,0.02,,V,DKS,,111,,GSC,"""ERR: 0.02, COMP=GSC 968-1532""",,,V,,,,DY HER,,STD,,,,
2452786.6434,9.98,0.02,,V,DKS,,111,,GSC,"""ERR: 0.02, COMP=GSC 968-1532""",,,V,,,,DY HER,,STD,,,,
2452786.6453,9.92,0.02,,V,DKS,,111,,GSC,"""ERR: 0.02, COMP=GSC 968-1532""",,,V,,,,DY HER,,STD,,,,
2452786.6462,9.90,0.02,,V,DKS,,111,,GSC,"""ERR: 0.02, COMP=GSC 968-1532""",,,V,,,,DY HER,,STD,,,,
2452786.6471,9.90,0.02,,V,DKS,,111,,GSC,"""ERR: 0.02, COMP=GSC 968-1532""",,,V,,,,DY HER,,STD,,,,
2452786.6480,9.86,0.02,,V,DKS,,111,,GSC,"""ERR: 0.02, COMP=GSC 968-1532""",,,V,,,,DY HER,,STD,,,,
2452786.6490,9.85,0.02,,V,DKS,,111,,GSC,"""ERR: 0.02, COMP=GSC 968-1532""",,,V,,,,DY HER,,STD,,,,
2452786.6499,9.83,0.02,,V,DKS,,111,,GSC,"""ERR: 0.02, COMP=GSC 968-1532""",,,V,,,,DY HER,,STD,,,,
2452786.6518,9.82,0.02,,V,DKS,,111,,GSC,"""ERR: 0.02, COMP=GSC 968-1532""",,,V,,,,DY HER,,STD,,,,
2452786.6527,9.84,0.02,,V,DKS,,111,,GSC,"""ERR: 0.02, COMP=GSC 968-1532""",,,V,,,,DY HER,,STD,,,,
2452786.6536,9.81,0.02,,V,DKS,,111,,GSC,"""ERR: 0.02, COMP=GSC 968-1532""",,,V,,,,DY HER,,STD,,,,
2452786.6546,9.85,0.02,,V,DKS,,111,,GSC,"""ERR: 0.02, COMP=GSC 968-1532""",,,V,,,,DY HER,,STD,,,,
2452786.6555,9.82,0.02,,V,DKS,,111,,GSC,"""ERR: 0.02, COMP=GSC 968-1532""",,,V,,,,DY HER,,STD,,,,
2452786.6564,9.84,0.02,,V,DKS,,111,,GSC,"""ERR: 0.02, COMP=GSC 968-1532""",,,V,,,,DY HER,,STD,,,,
2452786.6574,9.84,0.02,,V,DKS,,111,,GSC,"""ERR: 0.02, COMP=GSC 968-1532""",,,V,,,,DY HER,,STD,,,,
2452786.6583,9.82,0.02,,V,DKS,,111,,GSC,"""ERR: 0.02, COMP=GSC 968-1532""",,,V,,,,DY HER,,STD,,,,
2452786.6592,9.84,0.02,,V,DKS,,111,,GSC,"""ERR: 0.02, COMP=GSC 968-1532""",,,V,,,,DY HER,,STD,,,,
2452786.6602,9.84,0.02,,V,DKS,,111,,GSC,"""ERR: 0.02, COMP=GSC 968-1532""",,,V,,,,DY HER,,STD,,,,
2452786.6611,9.89,0.02,,V,DKS,,111,,GSC,"""ERR: 0.02, COMP=GSC 968-1532""",,,V,,,,DY HER,,STD,,,,
2452786.6620,9.84,0.02,,V,DKS,,111,,GSC,"""ERR: 0.02, COMP=GSC 968-1532""",,,V,,,,DY HER,,STD,,,,
2452786.6630,9.86,0.02,,V,DKS,,111,,GSC,"""ERR: 0.02, COMP=GSC 968-1532""",,,V,,,,DY HER,,STD,,,,
2452786.6639,9.85,0.02,,V,DKS,,111,,GSC,"""ERR: 0.02, COMP=GSC 968-1532""",,,V,,,,DY HER,,STD,,,,
2452786.6648,9.87,0.02,,V,DKS,,111,,GSC,"""ERR: 0.02, COMP=GSC 968-1532""",,,V,,,,DY HER,,STD,,,,
2452786.6657,9.87,0.02,,V,DKS,,111,,GSC,"""ERR: 0.02, COMP=GSC 968-1532""",,,V,,,,DY HER,,STD,,,,
2452786.6683,9.92,0.02,,V,DKS,,111,,GSC,"""ERR: 0.02, COMP=GSC 968-1532""",,,V,,,,DY HER,,STD,,,,
2452786.6692,9.91,0.02,,V,DKS,,111,,GSC,"""ERR: 0.02, COMP=GSC 968-1532""",,,V,,,,DY HER,,STD,,,,
2452786.6711,9.96,0.02,,V,DKS,,111,,GSC,"""ERR: 0.02, COMP=GSC 968-1532""",,,V,,,,DY HER,,STD,,,,
2452786.6730,9.97,0.02,,V,DKS,,111,,GSC,"""ERR: 0.02, COMP=GSC 968-1532""",,,V,,,,DY HER,,STD,,,,
2452786.6739,9.97,0.02,,V,DKS,,111,,GSC,"""ERR: 0.02, COMP=GSC 968-1532""",,,V,,,,DY HER,,STD,,,,
2452786.6748,9.98,0.02,,V,DKS,,111,,GSC,"""ERR: 0.02, COMP=GSC 968-1532""",,,V,,,,DY HER,,STD,,,,
2452786.6758,9.97,0.02,,V,DKS,,111,,GSC,"""ERR: 0.02, COMP=GSC 968-1532""",,,V,,,,DY HER,,STD,,,,
2452786.6767,9.98,0.02,,V,DKS,,111,,GSC,"""ERR: 0.02, COMP=GSC 968-1532""",,,V,,,,DY HER,,STD,,,,
2452786.6786,9.99,0.02,,V,DKS,,111,,GSC,"""ERR: 0.02, COMP=GSC 968-1532""",,,V,,,,DY HER,,STD,,,,
2452786.6795,10.01,0.02,,V,DKS,,111,,GSC,"""ERR: 0.02, COMP=GSC 968-1532""",,,V,,,,DY HER,,STD,,,,
2452786.6804,10.03,0.02,,V,DKS,,111,,GSC,"""ERR: 0.02, COMP=GSC 968-1532""",,,V,,,,DY HER,,STD,,,,
2452786.6813,10.01,0.02,,V,DKS,,111,,GSC,"""ERR: 0.02, COMP=GSC 968-1532""",,,V,,,,DY HER,,STD,,,,
2452786.6823,10.01,0.02,,V,DKS,,111,,GSC,"""ERR: 0.02, COMP=GSC 968-1532""",,,V,,,,DY HER,,STD,,,,
2452786.6841,10.03,0.02,,V,DKS,,111,,GSC,"""ERR: 0.02, COMP=GSC 968-1532""",,,V,,,,DY HER,,STD,,,,
2452786.6851,10.05,0.02,,V,DKS,,111,,GSC,"""ERR: 0.02, COMP=GSC 968-1532""",,,V,,,,DY HER,,STD,,,,
2452786.6860,10.02,0.02,,V,DKS,,111,,GSC,"""ERR: 0.02, COMP=GSC 968-1532""",,,V,,,,DY HER,,STD,,,,
2452786.6869,10.04,0.02,,V,DKS,,111,,GSC,"""ERR: 0.02, COMP=GSC 968-1532""",,,V,,,,DY HER,,STD,,,,
2452786.6879,10.07,0.02,,V,DKS,,111,,GSC,"""ERR: 0.02, COMP=GSC 968-1532""",,,V,,,,DY HER,,STD,,,,
2452786.6888,10.07,0.02,,V,DKS,,111,,GSC,"""ERR: 0.02, COMP=GSC 968-1532""",,,V,,,,DY HER,,STD,,,,
2452786.6897,10.07,0.02,,V,DKS,,111,,GSC,"""ERR: 0.02, COMP=GSC 968-1532""",,,V,,,,DY HER,,STD,,,,
2452786.6907,10.05,0.02,,V,DKS,,111,,GSC,"""ERR: 0.02, COMP=GSC 968-1532""",,,V,,,,DY HER,,STD,,,,
2452786.6916,10.08,0.02,,V,DKS,,111,,GSC,"""ERR: 0.02, COMP=GSC 968-1532""",,,V,,,,DY HER,,STD,,,,
2452786.6925,10.06,0.02,,V,DKS,,111,,GSC,"""ERR: 0.02, COMP=GSC 968-1532""",,,V,,,,DY HER,,STD,,,,
2452786.6935,10.07,0.02,,V,DKS,,111,,GSC,"""ERR: 0.02, COMP=GSC 968-1532""",,,V,,,,DY HER,,STD,,,,
2452786.6944,10.06,0.02,,V,DKS,,111,,GSC,"""ERR: 0.02, COMP=GSC 968-1532""",,,V,,,,DY HER,,STD,,,,
2452786.6953,10.07,0.02,,V,DKS,,111,,GSC,"""ERR: 0.02, COMP=GSC 968-1532""",,,V,,,,DY HER,,STD,,,,
2452786.6972,10.10,0.02,,V,DKS,,111,,GSC,"""ERR: 0.02, COMP=GSC 968-1532""",,,V,,,,DY HER,,STD,,,,
2452786.6981,10.08,0.02,,V,DKS,,111,,GSC,"""ERR: 0.02, COMP=GSC 968-1532""",,,V,,,,DY HER,,STD,,,,
2452786.6990,10.12,0.02,,V,DKS,,111,,GSC,"""ERR: 0.02, COMP=GSC 968-1532""",,,V,,,,DY HER,,STD,,,,
2452786.7000,10.09,0.02,,V,DKS,,111,,GSC,"""ERR: 0.02, COMP=GSC 968-1532""",,,V,,,,DY HER,,STD,,,,
2452786.7018,10.11,0.02,,V,DKS,,111,,GSC,"""ERR: 0.02, COMP=GSC 968-1532""",,,V,,,,DY HER,,STD,,,,
2452786.7028,10.11,0.02,,V,DKS,,111,,GSC,"""ERR: 0.02, COMP=GSC 968-1532""",,,V,,,,DY HER,,STD,,,,
2452786.7037,10.13,0.02,,V,DKS,,111,,GSC,"""ERR: 0.02, COMP=GSC 968-1532""",,,V,,,,DY HER,,STD,,,,
2452786.7046,10.13,0.02,,V,DKS,,111,,GSC,"""ERR: 0.02, COMP=GSC 968-1532""",,,V,,,,DY HER,,STD,,,,
2452786.7056,10.13,0.02,,V,DKS,,111,,GSC,"""ERR: 0.02, COMP=GSC 968-1532""",,,V,,,,DY HER,,STD,,,,
2452786.7065,10.14,0.02,,V,DKS,,111,,GSC,"""ERR: 0.02, COMP=GSC 968-1532""",,,V,,,,DY HER,,STD,,,,
2452786.7084,10.15,0.02,,V,DKS,,111,,GSC,"""ERR: 0.02, COMP=GSC 968-1532""",,,V,,,,DY HER,,STD,,,,
2452786.7093,10.17,0.02,,V,DKS,,111,,GSC,"""ERR: 0.02, COMP=GSC 968-1532""",,,V,,,,DY HER,,STD,,,,
2452786.7102,10.14,0.02,,V,DKS,,111,,GSC,"""ERR: 0.02, COMP=GSC 968-1532""",,,V,,,,DY HER,,STD,,,,
2452786.7112,10.19,0.02,,V,DKS,,111,,GSC,"""ERR: 0.02, COMP=GSC 968-1532""",,,V,,,,DY HER,,STD,,,,
2452786.7121,10.15,0.02,,V,DKS,,111,,GSC,"""ERR: 0.02, COMP=GSC 968-1532""",,,V,,,,DY HER,,STD,,,,
2452786.7130,10.15,0.02,,V,DKS,,111,,GSC,"""ERR: 0.02, COMP=GSC 968-1532""",,,V,,,,DY HER,,STD,,,,
2452786.7139,10.18,0.02,,V,DKS,,111,,GSC,"""ERR: 0.02, COMP=GSC 968-1532""",,,V,,,,DY HER,,STD,,,,
2452786.7149,10.19,0.02,,V,DKS,,111,,GSC,"""ERR: 0.02, COMP=GSC 968-1532""",,,V,,,,DY HER,,STD,,,,
2452786.7158,10.19,0.02,,V,DKS,,111,,GSC,"""ERR: 0.02, COMP=GSC 968-1532""",,,V,,,,DY HER,,STD,,,,
2452786.7167,10.18,0.02,,V,DKS,,111,,GSC,"""ERR: 0.02, COMP=GSC 968-1532""",,,V,,,,DY HER,,STD,,,,
2452786.7177,10.19,0.02,,V,DKS,,111,,GSC,"""ERR: 0.02, COMP=GSC 968-1532""",,,V,,,,DY HER,,STD,,,,
2452786.7186,10.24,0.02,,V,DKS,,111,,GSC,"""ERR: 0.02, COMP=GSC 968-1532""",,,V,,,,DY HER,,STD,,,,
2452786.7195,10.20,0.02,,V,DKS,,111,,GSC,"""ERR: 0.02, COMP=GSC 968-1532""",,,V,,,,DY HER,,STD,,,,
2452786.7205,10.21,0.02,,V,DKS,,111,,GSC,"""ERR: 0.02, COMP=GSC 968-1532""",,,V,,,,DY HER,,STD,,,,
2452786.7214,10.22,0.02,,V,DKS,,111,,GSC,"""ERR: 0.02, COMP=GSC 968-1532""",,,V,,,,DY HER,,STD,,,,
2452786.7223,10.22,0.02,,V,DKS,,111,,GSC,"""ERR: 0.02, COMP=GSC 968-1532""",,,V,,,,DY HER,,STD,,,,
2452786.7233,10.18,0.02,,V,DKS,,111,,GSC,"""ERR: 0.02, COMP=GSC 968-1532""",,,V,,,,DY HER,,STD,,,,
2452786.7242,10.24,0.02,,V,DKS,,111,,GSC,"""ERR: 0.02, COMP=GSC 968-1532""",,,V,,,,DY HER,,STD,,,,
2452786.7251,10.21,0.02,,V,DKS,,111,,GSC,"""ERR: 0.02, COMP=GSC 968-1532""",,,V,,,,DY HER,,STD,,,,
2452786.7260,10.22,0.02,,V,DKS,,111,,GSC,"""ERR: 0.02, COMP=GSC 968-1532""",,,V,,,,DY HER,,STD,,,,
2452786.7270,10.24,0.02,,V,DKS,,111,,GSC,"""ERR: 0.02, COMP=GSC 968-1532""",,,V,,,,DY HER,,STD,,,,
2452786.7279,10.25,0.02,,V,DKS,,111,,GSC,"""ERR: 0.02, COMP=GSC 968-1532""",,,V,,,,DY HER,,STD,,,,
2452786.7288,10.25,0.02,,V,DKS,,111,,GSC,"""ERR: 0.02, COMP=GSC 968-1532""",,,V,,,,DY HER,,STD,,,,
2452786.7298,10.26,0.02,,V,DKS,,111,,GSC,"""ERR: 0.02, COMP=GSC 968-1532""",,,V,,,,DY HER,,STD,,,,
2452786.7307,10.23,0.02,,V,DKS,,111,,GSC,"""ERR: 0.02, COMP=GSC 968-1532""",,,V,,,,DY HER,,STD,,,,
2452786.7316,10.27,0.02,,V,DKS,,111,,GSC,"""ERR: 0.02, COMP=GSC 968-1532""",,,V,,,,DY HER,,STD,,,,
2452806.88025,10.150,,,V,BIW,T,,,,,,,V,,,,DY HER,,STD,,,,
2452806.88067,10.118,,,V,BIW,T,,,,,,,V,,,,DY HER,,STD,,,,
2452806.88108,10.149,,,V,BIW,T,,,,,,,V,,,,DY HER,,STD,,,,
2452806.88150,10.114,,,V,BIW,T,1137,,TYCHO2,,,,V,,,,DY HER,,STD,,,,
2452806.88190,10.191,,,V,BIW,T,1137,,TYCHO2,,,,V,,,,DY HER,,STD,,,,
2452806.88233,10.111,,,V,BIW,T,,,,,,,V,,,,DY HER,,STD,,,,
2452806.88275,10.144,,,V,BIW,T,,,,,,,V,,,,DY HER,,STD,,,,
2452806.88315,10.148,,,V,BIW,T,,,,,,,V,,,,DY HER,,STD,,,,
2452806.88357,10.107,,,V,BIW,T,,,,,,,V,,,,DY HER,,STD,,,,
2452806.88398,10.145,,,V,BIW,T,,,,,,,V,,,,DY HER,,STD,,,,
2452806.88440,10.168,,,V,BIW,T,1137,,TYCHO2,,,,V,,,,DY HER,,STD,,,,
2452806.88482,10.134,,,V,BIW,T,,,,,,,V,,,,DY HER,,STD,,,,
2452806.88524,10.115,,,V,BIW,T,,,,,,,V,,,,DY HER,,STD,,,,
2452806.88564,10.148,,,V,BIW,T,,,,,,,V,,,,DY HER,,STD,,,,
2452806.88605,10.199,,,V,BIW,T,,,,,,,V,,,,DY HER,,STD,,,,
2452806.88648,10.166,,,V,BIW,T,,,,,,,V,,,,DY HER,,STD,,,,
2452806.88689,10.180,,,V,BIW,T,,,,,,,V,,,,DY HER,,STD,,,,
2452806.88730,10.194,,,V,BIW,T,1137,,TYCHO2,,,,V,,,,DY HER,,STD,,,,
2452806.88814,10.162,,,V,BIW,T,,,,,,,V,,,,DY HER,,STD,,,,
2452806.88856,10.193,,,V,BIW,T,,,,,,,V,,,,DY HER,,STD,,,,
2452806.88896,10.229,,,V,BIW,T,,,,,,,V,,,,DY HER,,STD,,,,
2452806.88939,10.161,,,V,BIW,T,,,,,,,V,,,,DY HER,,STD,,,,
2452806.88980,10.178,,,V,BIW,T,1137,,TYCHO2,,,,V,,,,DY HER,,STD,,,,
2452806.89021,10.182,,,V,BIW,T,,,,,,,V,,,,DY HER,,STD,,,,
2452806.89063,10.233,,,V,BIW,T,,,,,,,V,,,,DY HER,,STD,,,,
2452806.89105,10.183,,,V,BIW,T,,,,,,,V,,,,DY HER,,STD,,,,
2452806.89145,10.197,,,V,BIW,T,,,,,,,V,,,,DY HER,,STD,,,,
2452806.89186,10.211,,,V,BIW,T,,,,,,,V,,,,DY HER,,STD,,,,
2452806.89229,10.228,,,V,BIW,T,,,,,,,V,,,,DY HER,,STD,,,,
2452806.89312,10.240,,,V,BIW,T,,,,,,,V,,,,DY HER,,STD,,,,
2452806.89352,10.194,,,V,BIW,T,,,,,,,V,,,,DY HER,,STD,,,,
2452806.89394,10.234,,,V,BIW,T,,,,,,,V,,,,DY HER,,STD,,,,
2452806.89436,10.252,,,V,BIW,T,,,,,,,V,,,,DY HER,,STD,,,,
2452806.89476,10.240,,,V,BIW,T,,,,,,,V,,,,DY HER,,STD,,,,
2452806.89561,10.247,,,V,BIW,T,,,,,,,V,,,,DY HER,,STD,,,,
2452806.89602,10.180,,,V,BIW,T,,,,,,,V,,,,DY HER,,STD,,,,
2452806.89644,10.218,,,V,BIW,T,,,,,,,V,,,,DY HER,,STD,,,,
2452806.89685,10.249,,,V,BIW,T,,,,,,,V,,,,DY HER,,STD,,,,
2452806.89797,10.260,,,V,BIW,T,,,,,,,V,,,,DY HER,,STD,,,,
2452806.89839,10.287,,,V,BIW,T,,,,,,,V,,,,DY HER,,STD,,,,
2452806.89880,10.233,,,V,BIW,T,1137,,TYCHO2,,,,V,,,,DY HER,,STD,,,,
2452806.89922,10.252,,,V,BIW,T,,,,,,,V,,,,DY HER,,STD,,,,
2452806.89962,10.258,,,V,BIW,T,,,,,,,V,,,,DY HER,,STD,,,,
2452806.90003,10.252,,,V,BIW,T,,,,,,,V,,,,DY HER,,STD,,,,
2452806.90046,10.289,,,V,BIW,T,,,,,,,V,,,,DY HER,,STD,,,,
2452806.90087,10.272,,,V,BIW,T,,,,,,,V,,,,DY HER,,STD,,,,
2452806.90129,10.247,,,V,BIW,T,,,,,,,V,,,,DY HER,,STD,,,,
2452806.90171,10.268,,,V,BIW,T,,,,,,,V,,,,DY HER,,STD,,,,
2452806.90212,10.277,,,V,BIW,T,,,,,,,V,,,,DY HER,,STD,,,,
2452806.90253,10.273,,,V,BIW,T,,,,,,,V,,,,DY HER,,STD,,,,
